record_id,stage,name,mechanism,source,line,default_history_verdict,experimental_route,experimental_status,next_test,route_note
1cde6d1ec26d,inductor-extension,micro_pipeline_tp_pass,extension-function,torch/_inductor/fx_passes/micro_pipeline_tp.py,1299,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b2388e98704e,inductor-extension,randperm_index_add_pattern,replacement-entry,torch/_inductor/fx_passes/misc_patterns.py,50,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
17ecd96118f2,inductor-extension,randperm_index_full_pattern,replacement-entry,torch/_inductor/fx_passes/misc_patterns.py,71,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
bcfb4183ce66,inductor-extension,randperm_index_pattern,replacement-entry,torch/_inductor/fx_passes/misc_patterns.py,92,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0d677781d69d,inductor-extension,e8m0_rceil_pattern,replacement-entry,torch/_inductor/fx_passes/misc_patterns.py,139,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f56740c25cbe,inductor-extension,e8m0_rceil_log2_pattern,replacement-entry,torch/_inductor/fx_passes/misc_patterns.py,198,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
73fcd1294fb3,inductor-extension,grouped_gemm_pass,extension-function,torch/_inductor/fx_passes/mkldnn_fusion.py,208,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
8e3cead90877,inductor-extension,_register_unary_fusion_lowering.fn,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,474,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ec0d628d0f2d,inductor-extension,_register_leaky_relu_fusion_lowering.fn,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,494,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
01579ba32984,inductor-extension,_register_hardtanh_fusion_lowering.fn,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,542,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
63c5cfe57202,inductor-extension,_register_binary_unary_fusion_lowering.fn,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,772,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ea47724cd0a8,inductor-extension,_register_binary_unary_maybe_inplace_fusion_lowering.fn,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,854,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
990d526bf3e7,inductor-extension,reshape_linear_reshape_pattern,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,1094,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
18202f32e8fc,inductor-extension,linear_bias_pattern,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,1178,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b91ab23c9c1f,inductor-extension,_register_weight_pack_pass,extension-function,torch/_inductor/fx_passes/mkldnn_fusion.py,1403,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
222484aedbd6,inductor-extension,convolution,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,1408,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
7e4929ef2f24,inductor-extension,mkldnn_rnn_layer,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,1460,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
bab4e1ad7592,inductor-extension,linear,pattern-entry,torch/_inductor/fx_passes/mkldnn_fusion.py,1527,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
2fb945565494,inductor-extension,qconv,pattern-entry,torch/_inductor/fx_passes/quantization.py,426,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
40b93168c945,inductor-extension,qlinear,pattern-entry,torch/_inductor/fx_passes/quantization.py,539,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
6600bdaa0cfc,inductor-extension,qlinear_binary,pattern-entry,torch/_inductor/fx_passes/quantization.py,598,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
6e980a0677be,inductor-extension,qconv_binary,pattern-entry,torch/_inductor/fx_passes/quantization.py,772,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9750cfe0a97f,inductor-extension,qmaxpool2d,pattern-entry,torch/_inductor/fx_passes/quantization.py,920,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
61f656404961,inductor-extension,qcat,pattern-entry,torch/_inductor/fx_passes/quantization.py,1066,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
40f1abd1861f,inductor-extension,qreshape,pattern-entry,torch/_inductor/fx_passes/quantization.py,1112,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9563f69c084d,inductor-extension,woq_int8,pattern-entry,torch/_inductor/fx_passes/quantization.py,1208,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9563f69c084d,inductor-extension,woq_int8,pattern-entry,torch/_inductor/fx_passes/quantization.py,1273,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
5453107eac26,inductor-extension,_build_pattern_pass,extension-function,torch/_inductor/fx_passes/reduced_atomic_contention.py,565,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a5b1a655db37,inductor-extension,partitioned_scatter_optimization,pattern-registry,torch/_inductor/fx_passes/reduced_atomic_contention.py,571,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b6404dbac2b7,inductor-extension,replacement,pattern-entry,torch/_inductor/fx_passes/reduced_atomic_contention.py,581,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9e538319a481,inductor-extension,partitioned_scatter_optimization_pass,extension-function,torch/_inductor/fx_passes/reduced_atomic_contention.py,621,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
024da11b8cce,inductor-extension,patterns,pattern-registry,torch/_inductor/fx_passes/replace_random.py,21,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
50cc63a0c508,inductor-extension,replace_random_passes,extension-function,torch/_inductor/fx_passes/replace_random.py,59,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
445484becfeb,inductor-extension,fuse_seed_creation_pass,pipeline,torch/_inductor/fx_passes/replace_random.py,65,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
c849cbffb707,inductor-extension,fuse_offset_creation_pass,pipeline,torch/_inductor/fx_passes/replace_random.py,68,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
75f5479e89ef,inductor-extension,fuse_offset_creation_pass,extension-function,torch/_inductor/fx_passes/replace_random.py,74,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ce13f82b44ac,inductor-extension,fuse_seed_creation_pass,extension-function,torch/_inductor/fx_passes/replace_random.py,121,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
285d09b4dc56,inductor-extension,replace_random,pattern-entry,torch/_inductor/fx_passes/replace_random.py,185,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
413bd277b95d,inductor-extension,replace_randint,pattern-entry,torch/_inductor/fx_passes/replace_random.py,245,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
98f4d5fca467,inductor-extension,construct_pattern_matcher_pass,extension-function,torch/_inductor/fx_passes/split_cat.py,100,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
862fcd104c35,inductor-extension,normalize_split_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,229,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
c0ef5cc3bc98,inductor-extension,remove_split_with_size_one,pattern-entry,torch/_inductor/fx_passes/split_cat.py,241,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ffb329bbdd3b,inductor-extension,normalize_unbind_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,284,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b5dafba866b2,inductor-extension,normalize_cat_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,321,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
4d8681d9a90a,inductor-extension,normalize_stack_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,383,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
6a941960bdeb,inductor-extension,normalize_squeeze_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,429,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
10513597b2c8,inductor-extension,normalize_reshape_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,469,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
21b4e5115c82,inductor-extension,normalize_clamp_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,498,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a31a0d7d52ab,inductor-extension,normalize_detach_default,pattern-entry,torch/_inductor/fx_passes/split_cat.py,531,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
8f14a370430e,inductor-extension,merge_splits,pattern-entry,torch/_inductor/fx_passes/split_cat.py,599,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
99c5eaf4af8f,inductor-extension,merge_split_squeeze,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1307,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9402764ab326,inductor-extension,merge_unbind_stack,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1373,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d6a1efa2dff3,inductor-extension,simplify_split_cat,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1438,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
91a70e6651bc,inductor-extension,merge_getitem_cat,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1523,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
fec04f9f3d12,inductor-extension,mutate_cat_node,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1630,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
609d8b4e0dc4,inductor-extension,normalize_split_default_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1707,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
43bb42aef550,inductor-extension,normalize_split_with_size_default_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1757,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3559f3418ce4,inductor-extension,merge_split_cat_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1803,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
bc3382602c0e,inductor-extension,merge_select_cat_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1907,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
61ea26415db9,inductor-extension,normalize_cat_default_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,1959,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
21763efd462f,inductor-extension,merge_unbind_stack_aten,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2013,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
478542092c69,inductor-extension,split_cat_to_slices,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2369,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
6a0499550a29,inductor-extension,unbind_cat_to_view,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2452,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
8dd6028211e6,inductor-extension,split_stack_to_cats,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2626,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0f5f1d887b40,inductor-extension,unbind_stack_to_slices,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2699,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
11ed6bef4611,inductor-extension,move_reshape_out_of_split_stack,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2797,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3b2feb8eac4c,inductor-extension,move_view_after_cat,pattern-entry,torch/_inductor/fx_passes/split_cat.py,2935,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f7487f2ae5a0,inductor-extension,replace_einsum_to_pointwise,pattern-entry,torch/_inductor/fx_passes/split_cat.py,3037,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
bbcbc96869fb,inductor-extension,AscendCustomPostPass,extension-function,torch_npu/_inductor/fx_passes/graph_match_pass.py,5,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
1a51c74897e5,joint_graph,_sfdp_pattern_1,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,43,supported-beneficial,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0def62bd5e75,joint_graph,_sfdp_pattern_2,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,65,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
aaac1d800b0c,joint_graph,_sfdp_pattern_3,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,87,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
c72ab1bd5833,joint_graph,_sfdp_pattern_4,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,109,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a2a9d805df47,joint_graph,_sfdp_pattern_5,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,129,supported-pass-disabled-performance-rejected,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a16f6d444fb6,joint_graph,_sfdp_pattern_6,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,150,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0e8586b78a46,joint_graph,_sfdp_pattern_7,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,171,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d354d258c0c4,joint_graph,_sfdp_pattern_8,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,208,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
8576849296e9,joint_graph,_sfdp_pattern_9,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,237,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9e22edc0553d,joint_graph,_sfdp_pattern_10,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,267,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b356f0dfde05,joint_graph,_sfdp_pattern_11,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,297,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ee2fc34e9bf3,joint_graph,_sfdp_pattern_12,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,318,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
5fd78a0d858c,joint_graph,_sfdp_pattern_13,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,341,supported-neutral-resource-beneficial,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
